,date,FEDFUNDS,GDPC1,UNRATE,MEDCPIM158SFRBCLE,RSAFS,UMCSENT,target_upper,target_lower,FEDFUNDS_year,GDPC1_year,UNRATE_year,MEDCPIM158SFRBCLE_year,RSAFS_year,UMCSENT_year,FEDFUNDS_month,GDPC1_month,UNRATE_month,MEDCPIM158SFRBCLE_month,RSAFS_month,UMCSENT_month,GDPPOT
222,2014-07-01,0.09,18406.941,6.2,2.4049038383757497,436102.0,81.8,0.0,0.25,0.0,3.05978,-15.06849,20.0531,4.27699,-3.87779,-10.0,1.21539,1.63934,83.38943,0.14122,-0.84848,17459.27803988029
223,2014-08-01,0.09,,6.1,1.7517369153509799,439643.0,82.5,0.0,0.25,12.5,,-15.27778,-18.44914,5.33172,0.48721,0.0,,-1.6129,-27.15979,0.81197,0.85575,
224,2014-09-01,0.09,,5.9,1.93541098458714,438535.0,84.6,0.0,0.25,12.5,,-18.05556,-13.29426,4.98828,9.16129,0.0,,-3.27869,10.48525,-0.25202,2.54545,
225,2014-10-01,0.09,18500.031,5.7,2.4289565511268,440128.0,86.9,0.0,0.25,0.0,2.68584,-20.83333,108.72179,4.97033,18.71585,0.0,0.50573,-3.38983,25.50081,0.36325,2.71868,17545.392812774753
226,2014-11-01,0.09,,5.8,2.25631054100233,441139.0,88.8,0.0,0.25,12.5,,-15.94203,-13.40223,4.91619,18.24234,0.0,,1.75439,-7.10783,0.22971,2.18642,
227,2014-12-01,0.12,,5.6,2.3833942455642,438604.0,93.6,0.0,0.25,33.33333,,-16.41791,-16.21468,3.70605,13.45455,33.33333,,-3.44828,5.63237,-0.57465,5.40541,
228,2015-01-01,0.11,18666.621,5.7,1.94752959883826,436142.0,98.1,0.0,0.25,57.14286,3.9693,-13.63636,-19.06628,4.0785,20.81281,-8.33333,0.90048,1.78571,-18.28756,-0.56133,4.80769,17632.92748544754
229,2015-02-01,0.11,,5.5,1.95449451571832,435398.0,95.4,0.0,0.25,57.14286,,-17.91045,-16.85943,2.49868,16.91176,0.0,,-3.50877,0.35763,-0.17059,-2.75229,
230,2015-03-01,0.11,,5.4,2.43333592636743,442001.0,93.0,0.0,0.25,37.5,,-19.40299,-14.88787,2.97029,16.25,0.0,,-1.81818,24.4995,1.51654,-2.51572,
231,2015-04-01,0.12,18782.243,5.4,2.96265053867684,442898.0,95.9,0.0,0.25,33.33333,3.27909,-12.90323,33.75807,2.14885,14.03092,9.09091,0.61941,0.0,21.75263,0.20294,3.11828,17721.252648627276
232,2015-05-01,0.12,,5.6,2.5012910991095,446305.0,90.7,0.0,0.25,33.33333,,-11.11111,-1.74163,2.76611,10.74481,0.0,,3.7037,-15.57252,0.76925,-5.42231,
233,2015-06-01,0.13,,5.3,2.9723995643109196,446649.0,96.1,0.0,0.25,30.0,,-13.11475,126.66465,2.56311,16.48485,8.33333,,-5.35714,18.83461,0.07708,5.95369,
234,2015-07-01,0.13,18857.418,5.2,1.9220253006031698,450262.0,93.1,0.0,0.25,44.44444,2.44732,-16.12903,-20.07891,3.24695,13.81418,0.0,0.40025,-1.88679,-35.33759,0.80891,-3.12175,17808.326137715143
235,2015-08-01,0.14,,5.1,1.63579063211565,450270.0,91.9,0.0,0.25,55.55556,,-16.39344,-6.61893,2.41719,11.39394,7.69231,,-1.92308,-14.89235,0.00178,-1.28894,
236,2015-09-01,0.14,,5.0,2.9984156927587198,448091.0,87.2,0.0,0.25,55.55556,,-15.25424,54.92398,2.17907,3.07329,0.0,,-1.96078,83.3007,-0.48393,-5.11425,
237,2015-10-01,0.12,18892.206,5.0,2.28316449144805,447083.0,90.0,0.0,0.25,33.33333,2.11986,-12.2807,-6.00225,1.58022,3.56732,-14.28571,0.18448,0.0,-23.8543,-0.22495,3.21101,17891.85267807862
238,2015-11-01,0.12,,5.1,2.2654806001265,448892.0,91.3,0.0,0.25,33.33333,,-12.06897,0.40642,1.7575,2.81532,0.0,,2.0,-0.77453,0.40462,1.44444,
239,2015-12-01,0.24,,5.0,1.83471969623819,450611.0,92.6,0.0,0.25,100.0,,-10.71429,-23.02072,2.73755,-1.06838,100.0,,-1.96078,-19.01411,0.38294,1.42388,
240,2016-01-01,0.34,19001.69,4.8,2.70841659132004,447561.0,92.0,0.25,0.5,209.09091,1.79502,-15.78947,39.06934,2.61818,-6.21814,41.66667,0.57952,-4.0,47.62018,-0.67686,-0.64795,17970.540715490257
241,2016-02-01,0.38,,4.9,2.53771440127248,451821.0,91.7,0.25,0.5,245.45455,,-10.90909,29.83993,3.77195,-3.87841,11.76471,,2.08333,-6.30266,0.95183,-0.32609,
242,2016-03-01,0.36,,5.0,2.22200455864592,450561.0,91.0,0.25,0.5,227.27273,,-7.40741,-8.68484,1.93665,-2.15054,-5.26316,,2.04082,-12.44072,-0.27887,-0.76336,
243,2016-04-01,0.37,19062.709,5.1,3.8254778833095098,452443.0,89.0,0.25,0.5,208.33333,1.49325,-5.55556,29.12349,2.15512,-7.19499,2.77778,0.32112,2.0,72.16337,0.4177,-2.1978,18043.2209307772
244,2016-05-01,0.37,,4.8,3.2805191880404,454003.0,94.7,0.25,0.5,208.33333,,-14.28571,31.15303,1.72483,4.41014,0.0,,-5.88235,-14.24551,0.34479,6.40449,
245,2016-06-01,0.38,,4.9,2.10339046055212,458757.0,93.5,0.25,0.5,192.30769,,-7.54717,-29.23595,2.71085,-2.70552,2.7027,,2.08333,-35.88239,1.04713,-1.26716,
246,2016-07-01,0.39,19197.938,4.8,2.49016471097936,458192.0,90.0,0.25,0.5,200.0,1.80576,-7.69231,29.55941,1.7612,-3.32975,2.63158,0.70939,-2.04082,18.38813,-0.12316,-3.74332,18112.571697664982
247,2016-08-01,0.4,,4.9,2.7425708907920803,458505.0,89.8,0.25,0.5,185.71429,,-3.92157,67.66026,1.8289,-2.28509,2.5641,,2.08333,10.13612,0.06831,-0.22222,
248,2016-09-01,0.4,,5.0,2.49832933493122,461454.0,91.2,0.25,0.5,185.71429,,0.0,-16.67835,2.98221,4.58716,0.0,,2.04082,-8.90557,0.64318,1.55902,
249,2016-10-01,0.4,19304.352,4.9,2.01802556175075,462455.0,87.2,0.25,0.5,233.33333,2.18157,-2.0,-11.61278,3.43829,-3.11111,0.0,0.5543,-2.0,-19.225,0.21692,-4.38596,18182.731376646527
250,2016-11-01,0.41,,4.7,2.45883151623452,462288.0,93.8,0.25,0.5,241.66667,,-7.84314,8.53465,2.98424,2.73823,2.5,,-4.08163,21.84343,-0.03611,7.56881,
251,2016-12-01,0.54,,4.7,2.03838510774881,467979.0,98.2,0.25,0.5,125.0,,-6.0,11.10063,3.85432,6.04752,31.70732,,0.0,-17.09944,1.23105,4.69083,
252,2017-01-01,0.65,19398.343,4.7,3.43630577482943,473101.0,98.5,0.5,0.75,91.17647,2.08746,-2.08333,26.87508,5.70648,7.06522,20.37037,0.48689,0.0,68.57981,1.09449,0.3055,18258.023077229544
253,2017-02-01,0.66,,4.6,3.2923463387532204,472927.0,96.3,0.5,0.75,73.68421,,-6.12245,29.73668,4.67132,5.01636,1.53846,,-2.12766,-4.18937,-0.03678,-2.2335,
254,2017-03-01,0.79,,4.4,1.91438367511723,472170.0,96.9,0.5,0.75,119.44444,,-12.0,-13.8443,4.79602,6.48352,19.69697,,-4.34783,-41.85351,-0.16007,0.62305,
255,2017-04-01,0.9,19506.949,4.4,1.5536583625790101,473916.0,97.0,0.75,1.0,143.24324,2.33041,-13.72549,-59.38655,4.74601,8.98876,13.92405,0.55987,0.0,-18.8429,0.36978,0.1032,18341.091296108643
256,2017-05-01,0.91,,4.4,2.1132188709843502,471486.0,97.1,0.75,1.0,145.94595,,-8.33333,-35.58279,3.85086,2.53432,1.11111,,0.0,36.01567,-0.51275,0.10309,
257,2017-06-01,1.04,,4.3,1.8968337862046698,473538.0,95.0,0.75,1.0,173.68421,,-12.2449,-9.82018,3.22197,1.60428,14.28571,,-2.27273,-10.2396,0.43522,-2.16272,
258,2017-07-01,1.15,19660.766,4.3,2.1220936834140702,473583.0,93.4,1.0,1.25,194.87179,2.41082,-10.41667,-14.78099,3.35907,3.77778,10.57692,0.78852,0.0,11.87557,0.0095,-1.68421,18431.69252573088
259,2017-08-01,1.16,,4.4,2.2747579876520403,474421.0,96.8,1.0,1.25,190.0,,-10.20408,-17.05746,3.47128,7.7951,0.86957,,2.32558,7.19404,0.17695,3.64026,
260,2017-09-01,1.15,,4.3,2.8702567714483,484107.0,95.1,1.0,1.25,187.5,,-14.0,14.88705,4.90905,4.27632,-0.86207,,-2.27273,26.17856,2.04165,-1.7562,
261,2017-10-01,1.15,19882.352,4.2,2.4249630240346502,485016.0,100.7,1.0,1.25,187.5,2.99414,-14.28571,20.16513,4.87853,15.48165,0.0,1.12705,-2.32558,-15.51407,0.18777,5.88854,18525.540534936423
262,2017-11-01,1.16,,4.2,2.42039295861358,489917.0,98.5,1.0,1.25,182.92683,,-10.6383,-1.56329,5.97658,5.01066,0.86957,,0.0,-0.18846,1.01048,-2.18471,
263,2017-12-01,1.3,,4.1,2.95574718908234,492859.0,95.9,1.0,1.25,140.74074,,-12.76596,45.00436,5.31648,-2.34216,12.06897,,-2.38095,22.11848,0.60051,-2.63959,
264,2018-01-01,1.41,20044.077,4.0,4.17000041826154,490447.0,95.7,1.25,1.5,116.92308,3.32881,-14.89362,21.35126,3.66645,-2.84264,8.46154,0.81341,-2.43902,41.08109,-0.48939,-0.20855,18619.201318607702
265,2018-02-01,1.42,,4.1,2.01327934554867,493422.0,99.7,1.25,1.5,115.15152,,-10.86957,-38.84971,4.33365,3.53063,0.70922,,2.5,-51.71992,0.60659,4.17973,
266,2018-03-01,1.51,,4.0,1.9619000737253898,493123.0,101.4,1.25,1.5,91.13924,,-9.09091,2.48207,4.4376,4.64396,6.33803,,-2.43902,-2.55202,-0.0606,1.70512,
267,2018-04-01,1.69,20150.476,4.0,2.93200914809488,494303.0,98.8,1.5,1.75,87.77778,3.29896,-9.09091,88.71647,4.30182,1.85567,11.92053,0.53083,0.0,49.44743,0.23929,-2.5641,18709.61826941311
268,2018-05-01,1.7,,3.8,2.9818325508401204,500585.0,98.0,1.5,1.75,86.81319,,-13.63636,41.10382,6.17176,0.92688,0.59172,,-5.0,1.69929,1.27088,-0.80972,
269,2018-06-01,1.82,,4.0,2.6321178885371204,498989.0,98.2,1.5,1.75,75.0,,-6.97674,38.76376,5.37465,3.36842,7.05882,,5.26316,-11.72818,-0.31883,0.20408,
270,2018-07-01,1.91,20276.154,3.8,2.11149391449985,502441.0,97.9,1.75,2.0,66.08696,3.13003,-11.62791,-0.4995,6.09355,4.81799,4.94505,0.6237,-5.0,-19.77966,0.6918,-0.3055,18797.95031837295
271,2018-08-01,1.91,,3.8,2.2967112867851003,502076.0,96.2,1.75,2.0,64.65517,,-13.63636,0.96508,5.82921,-0.61983,0.0,,0.0,8.77186,-0.07265,-1.73647,
272,2018-09-01,1.95,,3.7,2.3337233555462205,499995.0,100.1,1.75,2.0,69.56522,,-13.95349,-18.69287,3.28192,5.25762,2.09424,,-2.63158,1.61152,-0.41448,4.05405,
273,2018-10-01,2.19,20304.874,3.8,2.60626268747923,505338.0,98.6,2.0,2.25,90.43478,2.12511,-9.52381,7.47639,4.18996,-2.0854,12.30769,0.14164,2.7027,11.67831,1.06861,-1.4985,18884.59789273424
274,2018-11-01,2.2,,3.8,3.7237636017007705,507073.0,97.5,2.0,2.25,89.65517,,-9.52381,53.84955,3.50182,-1.01523,0.45662,,0.0,42.87752,0.34333,-1.11562,
275,2018-12-01,2.27,,3.9,2.9117770150544304,496683.0,98.3,2.0,2.25,74.61538,,-4.87805,-1.48762,0.77588,2.50261,3.18182,,2.63158,-21.80554,-2.04901,0.82051,
276,2019-01-01,2.4,20415.15,4.0,3.23099390584713,499639.0,91.2,2.25,2.5,70.21277,1.85129,0.0,-22.51814,1.87421,-4.70219,5.72687,0.5431,2.5641,10.96296,0.59515,-7.22279,18971.80739529531
277,2019-02-01,2.4,,3.8,3.02451212422616,500570.0,93.8,2.25,2.5,69.01408,,-7.31707,50.22814,1.44866,-5.91775,0.0,,-5.0,-6.39066,0.18633,2.85088,
278,2019-03-01,2.41,,3.8,3.2071444963092297,508402.0,98.4,2.25,2.5,59.60265,,-5.0,63.47135,3.09842,-2.95858,0.41667,,0.0,6.03841,1.56462,4.90405,
279,2019-04-01,2.42,20584.528,3.6,2.2774968873232595,508687.0,97.2,2.25,2.5,43.19527,2.15405,-10.0,-22.323,2.90996,-1.61943,0.41494,0.82967,-5.26316,-28.98677,0.05606,-1.21951,19061.787613611326
280,2019-05-01,2.39,,3.7,2.5585351456762795,512334.0,100.0,2.25,2.5,40.58824,,-2.63158,-14.19588,2.34705,2.04082,-1.23967,,2.77778,12.33979,0.71694,2.88066,
281,2019-06-01,2.38,,3.6,3.80734521449875,513162.0,98.2,2.25,2.5,30.76923,,-10.0,44.64949,2.84034,0.0,-0.41841,,-2.7027,48.80957,0.16161,-1.8,
282,2019-07-01,2.4,20817.581,3.7,2.4690479946519703,517547.0,98.4,2.25,2.5,25.65445,2.67026,-2.63158,16.9337,3.00652,0.51073,0.84034,1.13218,2.77778,-35.1504,0.85451,0.20367,19154.50856247099
283,2019-08-01,2.13,,3.7,2.4628290795772902,521011.0,89.8,2.0,2.25,11.51832,,-2.63158,7.23285,3.77134,-6.65281,-11.25,,0.0,-0.25188,0.66931,-8.73984,
284,2019-09-01,2.04,,3.5,3.1506552025939,518121.0,93.2,2.0,2.25,4.61538,,-5.40541,35.00551,3.62524,-6.89311,-4.22535,,-5.40541,27.92829,-0.55469,3.78619,
285,2019-10-01,1.83,20951.088,3.6,2.5257194144136,519530.0,95.5,1.75,2.0,-16.43836,3.18256,-5.26316,-3.09037,2.80842,-3.14402,-10.29412,0.64132,2.85714,-19.83511,0.27194,2.46781,19247.215239546244
286,2019-11-01,1.55,,3.6,3.45027019634134,523313.0,96.8,1.5,1.75,-29.54545,,-5.26316,-7.34454,3.20269,-0.71795,-15.30055,,0.0,36.60544,0.72816,1.36126,
287,2019-12-01,1.55,,3.6,2.61233046409994,525405.0,99.3,1.5,1.75,-31.71806,,-7.69231,-10.28398,5.78276,1.01729,0.0,,0.0,-24.28621,0.39976,2.58264,
288,2020-01-01,1.55,20665.553,3.5,3.20697563356733,524991.0,99.8,1.5,1.75,-35.41667,1.22655,-12.5,-0.74337,5.07406,9.42982,0.0,-1.36286,-2.77778,22.76301,-0.0788,0.50352,19336.519435838658
289,2020-02-01,1.58,,3.5,2.70863053554713,525359.0,101.0,1.5,1.75,-34.16667,,-7.89474,-10.44405,4.95215,7.67591,1.93548,,0.0,-15.53941,0.0701,1.2024,
290,2020-03-01,0.65,,4.4,2.96654438067967,478099.0,89.1,1.5,1.75,-73.02905,,15.78947,-7.502,-5.96044,-9.45122,-58.86076,,25.71429,9.52193,-8.99575,-11.78218,
291,2020-04-01,0.05,19034.83,14.7,1.9683735023159599,408187.0,71.8,0.0,0.25,-97.93388,-7.52846,308.33333,-13.57294,-19.75675,-26.13169,-92.30769,-7.89102,234.09091,-33.6476,-14.62291,-19.41639,19419.26635303663
292,2020-05-01,0.05,,13.2,2.89504426558853,485791.0,72.3,0.0,0.25,-97.90795,,256.75676,13.15241,-5.1808,-27.7,0.0,,-10.20408,47.07799,19.01187,0.69638,
293,2020-06-01,0.08,,11.0,1.68037017264615,527459.0,78.1,0.0,0.25,-96.63866,,205.55556,-55.86504,2.78606,-20.46843,60.0,,-16.66667,-41.95701,8.57735,8.02213,
294,2020-07-01,0.09,20511.785,10.2,3.61082947310352,535844.0,72.5,0.0,0.25,-96.25,-1.46893,175.67568,46.24379,3.53533,-26.32114,12.5,7.75922,-7.27273,114.88298,1.5897,-7.17029,19490.371349662142
295,2020-08-01,0.1,,8.4,2.23572327671315,541193.0,74.1,0.0,0.25,-95.30516,,127.02703,-9.22134,3.87362,-17.4833,11.11111,,-17.64706,-38.08283,0.99824,2.2069,
296,2020-09-01,0.09,,7.9,1.1339330439988702,551970.0,80.4,0.0,0.25,-95.58824,,125.71429,-64.00961,6.53303,-13.73391,-10.0,,-5.95238,-49.28115,1.99134,8.50202,
297,2020-10-01,0.09,20724.128,6.9,1.83845624148977,549765.0,81.8,0.0,0.25,-95.08197,-1.08329,91.66667,-27.21059,5.81968,-14.34555,0.0,1.03522,-12.65823,62.13093,-0.39948,1.74129,19573.103807292042
298,2020-11-01,0.09,,6.7,1.21891052470624,544839.0,76.9,0.0,0.25,-94.19355,,86.11111,-64.67203,4.11341,-20.55785,0.0,,-2.89855,-33.69924,-0.89602,-5.99022,
299,2020-12-01,0.09,,6.7,1.6244821427238203,550198.0,80.7,0.0,0.25,-94.19355,,86.11111,-37.81483,4.71884,-18.73112,0.0,,0.0,33.27329,0.98359,4.94148,
300,2021-01-01,0.09,20990.541,6.3,1.52430226027722,569309.0,79.0,0.0,0.25,-94.19355,1.57261,80.0,-52.46917,8.44167,-20.84168,0.0,1.28552,-5.97015,-6.16688,3.47348,-2.10657,19661.61661658684
301,2021-02-01,0.08,,6.2,2.8103907135000403,554929.0,76.8,0.0,0.25,-94.93671,,77.14286,3.75689,5.62853,-23.9604,-11.11111,,-1.5873,84.37227,-2.52587,-2.78481,
302,2021-03-01,0.07,,6.1,2.3566512577708503,615573.0,84.9,0.0,0.25,-89.23077,,38.63636,-20.55904,28.7543,-4.7138,-12.5,,-1.6129,-16.14507,10.92824,10.54688,
303,2021-04-01,0.07,21309.544,6.1,2.7458149440762,620556.0,88.3,0.0,0.25,40.0,11.95027,-58.5034,39.49664,52.02738,22.9805,0.0,1.51975,0.0,16.51342,0.80949,4.00471,19756.957425633358
304,2021-05-01,0.06,,5.8,3.33847353905972,615378.0,82.9,0.0,0.25,20.0,,-56.06061,15.31684,26.67546,14.66113,-14.28571,,-4.91803,21.58407,-0.83441,-6.11552,
305,2021-06-01,0.08,,5.9,3.1694932706457504,621612.0,85.5,0.0,0.25,0.0,,-46.36364,88.61875,17.8503,9.47503,33.33333,,1.72414,-5.0616,1.01304,3.13631,
306,2021-07-01,0.1,21483.083,5.4,3.58104546874516,612394.0,81.2,0.0,0.25,11.11111,4.73532,-47.05882,-0.82485,14.28587,12.0,25.0,0.81437,-8.47458,12.98479,-1.48292,-5.02924,19856.923211019486
307,2021-08-01,0.09,,5.2,4.02203767076941,617658.0,70.3,0.0,0.25,-10.0,,-38.09524,79.89873,14.12897,-5.12821,-10.0,,-3.7037,12.31462,0.85958,-13.42365,
308,2021-09-01,0.08,,4.8,5.05427501660436,622104.0,72.8,0.0,0.25,-11.11111,,-39.24051,345.72958,12.70613,-9.45274,-11.11111,,-7.69231,25.66454,0.71982,3.55619,
309,2021-10-01,0.08,21847.602,4.5,7.662852587467969,632065.0,71.7,0.0,0.25,-11.11111,5.42109,-34.78261,316.80908,14.97003,-12.34719,0.0,1.69677,-6.25,51.61131,1.60118,-1.51099,19957.974447710763
310,2021-11-01,0.08,,4.2,6.24507044851239,639228.0,67.4,0.0,0.25,-11.11111,,-37.31343,412.34855,17.3242,-12.35371,0.0,,-6.66667,-18.50202,1.13327,-5.99721,
311,2021-12-01,0.08,,3.9,5.61179705867823,635598.0,70.6,0.0,0.25,-11.11111,,-41.79104,245.45145,15.52168,-12.51549,0.0,,-7.14286,-10.14037,-0.56787,4.74777,
312,2022-01-01,0.08,21738.871,4.0,6.99282631112532,644750.0,67.2,0.0,0.25,-11.11111,3.56508,-36.50794,358.75588,13.25133,-14.93671,0.0,-0.49768,2.5641,24.60939,1.4399,-4.81586,20057.88
313,2022-02-01,0.08,,3.8,6.51955458274716,653552.0,62.8,0.0,0.25,0.0,,-38.70968,131.98036,17.77218,-18.22917,0.0,,-5.0,-6.76796,1.36518,-6.54762,
314,2022-03-01,0.2,,3.6,6.35024941072335,667050.0,59.4,0.0,0.25,185.71429,,-40.98361,169.46072,8.36245,-30.03534,150.0,,-5.26316,-2.59688,2.06533,-5.41401,
315,2022-04-01,0.33,21708.16,3.6,6.03032022330425,675899.0,65.2,0.25,0.5,371.42857,1.8706,-40.98361,119.6186,8.91829,-26.16082,65.0,-0.14127,0.0,-5.03806,1.32659,9.76431,20153.81
316,2022-05-01,0.77,,3.6,7.50394411350803,674915.0,58.4,0.25,0.5,1183.33333,,-37.93103,124.77171,9.67487,-29.55368,133.33333,,0.0,24.43691,-0.14558,-10.42945,
317,2022-06-01,1.21,,3.6,7.924919184464071,680515.0,50.0,0.75,1.0,1412.5,,-38.98305,150.03742,9.47585,-41.52047,57.14286,,0.0,5.61005,0.82973,-14.38356,
318,2022-07-01,1.68,21851.134,3.5,6.423611018812459,675822.0,51.5,1.5,1.75,1580.0,1.71321,-35.18519,79.37809,10.35738,-36.57635,38.84298,0.65862,-2.77778,-18.94414,-0.68962,3.0,20245.66
319,2022-08-01,2.33,,3.7,8.46391746602624,680252.0,58.2,2.25,2.5,2488.88889,,-28.84615,110.43854,10.13409,-17.21195,38.69048,,5.71429,31.76261,0.6555,13.00971,
320,2022-09-01,2.56,,3.5,8.38296430227019,678202.0,58.6,2.25,2.5,3100.0,,-27.08333,65.85889,9.01746,-19.50549,9.87124,,-5.40541,-0.95645,-0.30136,0.68729,
321,2022-10-01,3.08,21989.981,3.7,6.50774804422964,687871.0,59.9,3.0,3.25,3750.0,0.65169,-17.77778,-15.07408,8.82916,-16.45746,20.3125,0.63542,5.71429,-22.36937,1.42568,2.21843,20334.21
322,2022-11-01,3.78,,3.6,5.76577021806237,678482.0,56.7,3.0,3.25,4625.0,,-14.28571,-7.67486,6.14084,-15.87537,22.72727,,-2.7027,-11.40145,-1.36494,-5.34224,
323,2022-12-01,4.1,,3.5,7.04916103059838,673619.0,59.8,3.75,4.0,5025.0,,-10.25641,25.61326,5.98193,-15.29745,8.46561,,-2.77778,22.25879,-0.71675,5.46737,
324,2023-01-01,4.33,22112.329,3.4,8.142495355377719,692501.0,64.9,4.25,4.5,5312.5,1.71793,-15.0,16.44069,7.40613,-3.42262,5.60976,0.55638,-2.85714,15.51013,2.80307,8.52843,20420.68
325,2023-02-01,4.57,,3.6,7.880495894967001,687942.0,66.9,4.25,4.5,5612.5,,-5.26316,20.87476,5.26201,6.52866,5.54273,,5.88235,-3.21768,-0.65834,3.08166,
326,2023-03-01,4.65,,3.5,4.90705452795612,681673.0,62.0,4.5,4.75,2225.0,,-2.77778,-22.72659,2.19219,4.3771,1.75055,,-2.77778,-37.73165,-0.91127,-7.32436,
327,2023-04-01,4.83,22225.35,3.4,4.91159508026411,684636.0,63.7,4.75,5.0,1363.63636,2.38247,-5.55556,-18.55167,1.29265,-2.30061,3.87097,0.51112,-2.85714,0.09253,0.43467,2.74194,20511.89
328,2023-05-01,5.06,,3.7,4.65568634289892,689158.0,59.0,4.75,5.0,557.14286,,2.77778,-37.95681,2.11034,1.0274,4.7619,,8.82353,-5.2103,0.6605,-7.37834,
329,2023-06-01,5.08,,3.6,4.35544718579104,690518.0,64.2,5.0,5.25,319.83471,,0.0,-45.04112,1.46992,28.4,0.39526,,-2.7027,-6.44887,0.19734,8.81356,
330,2023-07-01,5.12,22491.567,3.5,2.283639185594,694415.0,71.5,5.0,5.25,204.7619,2.93089,0.0,-64.44929,2.75117,38.83495,0.7874,1.19781,-2.77778,-47.5682,0.56436,11.37072,20603.7
331,2023-08-01,5.33,,3.8,4.027317641913,699540.0,69.4,5.25,5.5,128.75536,,2.7027,-52.41781,2.83542,19.24399,4.10156,,8.57143,76.35525,0.73803,-2.93706,
332,2023-09-01,5.33,,3.8,5.626580337291111,705701.0,67.9,5.25,5.5,108.20313,,8.57143,-32.88078,4.05469,15.87031,0.0,,0.0,39.71037,0.88072,-2.16138,
333,2023-10-01,5.33,,3.9,3.88194757515472,704954.0,63.8,5.25,5.5,73.05195,,5.40541,-40.34883,2.48346,6.51085,0.0,,2.63158,-31.00698,-0.10585,-6.03829,20693.38
